Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/India/KA-VRDL-BMCRI-1156/2023	EPI_ISL_17724909	GISAID	 	XBB.1	Complete	29726	Low	1079/0/NA/NA/NA	Homo sapiens	2023-01-15	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1160/2023	EPI_ISL_17724915	GISAID	 	CH.1.1.1	Complete	29729	Low	1161/0/NA/NA/NA	Homo sapiens	2023-01-16	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1161/2023	EPI_ISL_17724916	GISAID	 	XBB.2.3	Complete	29726	Low	56/0/NA/NA/NA	Homo sapiens	2023-01-16	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1162/2023	EPI_ISL_17724917	GISAID	 	XBB	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-14	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:47:04
hCoV-19/India/KA-VRDL-BMCRI-1163/2023	EPI_ISL_17724918	GISAID	 	XBB.2.3	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-03	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:47:04
hCoV-19/India/KA-VRDL-BMCRI-1164/2023	EPI_ISL_17724919	GISAID	 	XBB.2.5	Complete	29726	Low	116/0/NA/NA/NA	Homo sapiens	2023-01-07	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1166/2023	EPI_ISL_17724921	GISAID	 	XBB.1.5	Complete	29726	High	1/0/-/-/-	Homo sapiens	2023-01-13	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:47:04
hCoV-19/India/KA-VRDL-BMCRI-1167/2023	EPI_ISL_17724922	GISAID	 	XBB.2.3	Complete	29726	Low	868/0/NA/NA/NA	Homo sapiens	2023-01-03	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1165/2023	EPI_ISL_17724920	GISAID	 	XBB.2.5	Complete	29726	Low	1654/0/-/-/-	unknown	2023-01-09	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1171/2023	EPI_ISL_17724924	GISAID	 	XBB.1.4	Complete	29726	Low	860/0/NA/NA/NA	Homo sapiens	2023-01-04	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1169/2023	EPI_ISL_17724923	GISAID	 	XBB.2.5	Complete	29717	Low	166/0/NA/NA/NA	Homo sapiens	2023-01-03	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1172/2023	EPI_ISL_17724925	GISAID	 	XBB.1.22	Complete	29726	Low	162/0/NA/NA/NA	Homo sapiens	2023-01-08	India / Karnataka		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-JNC-364/2023	EPI_ISL_17726036	GISAID	 	XBB.1.16	Complete	29836	High	0/0/-/-/-	Homo sapiens	2023-03	India / Karnataka / Uttar Kannada		2023-05-29		2023-06-02 15:36:49	2023-06-02 15:47:04
hCoV-19/India/OR-RMRC_B-ICMR-CBS333343/2023	EPI_ISL_17722044	GISAID	 	XBB.1.16	Complete	29727	High	11/0/-/-/-	Homo sapiens	2023-04-26	India / Odisha / Khordha		2023-05-29		2023-06-02 15:36:49	2023-06-02 15:47:04
hCoV-19/India/OR-RMRC_B-ICMR-CBS333341/2023	EPI_ISL_17722042	GISAID	 	XBB.1.16	Complete	29833	High	9/0/-/-/-	Homo sapiens	2023-04-25	India / Odisha / Khordha		2023-05-29		2023-06-02 15:36:49	2023-06-02 15:47:04
hCoV-19/India/OR-RMRC_B-ICMR-S106022/2023	EPI_ISL_17722045	GISAID	 	XBB.1.16	Complete	29721	Low	371/0/NA/NA/NA	Homo sapiens	2023-04-25	India / Odisha / Sundergarh		2023-05-29		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/OR-RMRC_B-ICMR-S108080/2023	EPI_ISL_17725528	GISAID	 	XBB.1.16	Complete	29877	Low	26/0/NA/NA/NA	Homo sapiens	2023-04-23	India / Odisha / Sundergarh		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/OR-RMRC_B-ICMR-S107404/2023	EPI_ISL_17725524	GISAID	 	XBB.1.16	Partial	28621	Low	3476/0/NA/NA/NA	unknown	2023-04-19	India / Odisha / Sundergarh		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/OR-RMRC-ICMR-11661/2023	EPI_ISL_17471293	GISAID	 	Unassigned	Partial	19544	Low	928/0/NA/NA/NA	Homo sapiens	2023-04-05	India / Odisha / Khordha		2023-04-14		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5852/2023	EPI_ISL_17727704	GISAID	 	BA.3	Partial	28596	Low	8696/0/NA/NA/NA	Homo sapiens	2023-05-14	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5848/2023	EPI_ISL_17727702	GISAID	 	BA.3	Partial	28590	Low	8444/0/NA/NA/NA	Homo sapiens	2023-05-04	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5842/2023	EPI_ISL_17727698	GISAID	 	BA.3	Partial	28596	Low	9379/0/NA/NA/NA	Homo sapiens	2023-05-02	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5828/2023	EPI_ISL_17727695	GISAID	 	XBB.1.16	Partial	28596	Low	5331/0/NA/NA/NA	Homo sapiens	2023-05-03	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5825/2023	EPI_ISL_17727692	GISAID	 	XBB.1.16	Partial	28687	Low	4789/0/NA/NA/NA	Homo sapiens	2023-05-18	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5843/2023	EPI_ISL_17727699	GISAID	 	XBB.2.3	Partial	28596	Low	4863/0/NA/NA/NA	Homo sapiens	2023-05-02	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5853/2023	EPI_ISL_17727705	GISAID	 	XBB.1.16	Partial	28596	Low	5025/0/NA/NA/NA	Homo sapiens	2023-05-14	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5807/2023	EPI_ISL_17727677	GISAID	 	XBB.1.16	Partial	28578	Low	2779/0/NA/NA/NA	Homo sapiens	2023-05-05	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5849/2023	EPI_ISL_17727703	GISAID	 	XBB.1.16	Partial	28587	Low	3508/0/NA/NA/NA	Homo sapiens	2023-05-04	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5855/2023	EPI_ISL_17727706	GISAID	 	XBB.1.16	Partial	28584	Low	2744/0/NA/NA/NA	Homo sapiens	2023-05-17	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5841/2023	EPI_ISL_17727697	GISAID	 	XBB.1.16	Partial	28596	Low	3745/0/NA/NA/NA	Homo sapiens	2023-05-01	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5847/2023	EPI_ISL_17727701	GISAID	 	XBB.1.16	Partial	28596	Low	3410/0/NA/NA/NA	Homo sapiens	2023-05-04	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5824/2023	EPI_ISL_17727691	GISAID	 	XBB.1.16	Partial	28575	Low	2316/0/NA/NA/NA	Homo sapiens	2023-05-08	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5823/2023	EPI_ISL_17727690	GISAID	 	XBB.1.16	Partial	28584	Low	3084/0/NA/NA/NA	Homo sapiens	2023-05-17	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5808/2023	EPI_ISL_17727678	GISAID	 	XBB.1.16	Partial	29018	Low	1883/0/NA/NA/NA	Homo sapiens	2023-04-29	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5829/2023	EPI_ISL_17727696	GISAID	 	XBB.1.16	Partial	28575	Low	2279/0/NA/NA/NA	Homo sapiens	2023-05-17	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5826/2023	EPI_ISL_17727693	GISAID	 	XBB.1.16	Partial	28596	Low	4805/0/NA/NA/NA	Homo sapiens	2023-05-03	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5817/2023	EPI_ISL_17727684	GISAID	 	XBB.1.9.2	Partial	28587	Low	3157/0/NA/NA/NA	Homo sapiens	2023-05-10	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5827/2023	EPI_ISL_17727694	GISAID	 	XBB.1	Partial	28596	Low	5766/0/NA/NA/NA	Homo sapiens	2023-05-06	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5813/2023	EPI_ISL_17727682	GISAID	 	Unassigned	Partial	28596	Low	10878/0/NA/NA/NA	Homo sapiens	2023-05-03	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5810/2023	EPI_ISL_17727679	GISAID	 	XBB.2.3	Partial	28689	Low	2540/0/NA/NA/NA	Homo sapiens	2023-04-29	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5812/2023	EPI_ISL_17727681	GISAID	 	XBB.2.3	Partial	28589	Low	2295/0/NA/NA/NA	Homo sapiens	2023-05-09	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5811/2023	EPI_ISL_17727680	GISAID	 	XBB.1.16	Partial	29130	Low	1038/0/NA/NA/NA	Homo sapiens	2023-05-10	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5821/2023	EPI_ISL_17727688	GISAID	 	XBB.1.16	Partial	28584	Low	2438/0/NA/NA/NA	Homo sapiens	2023-05-20	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5822/2023	EPI_ISL_17727689	GISAID	 	XBB.1.16.1	Partial	28575	Low	2320/0/NA/NA/NA	Homo sapiens	2023-05-18	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5819/2023	EPI_ISL_17727686	GISAID	 	XBB.1.16.1	Complete	29567	Low	2356/0/NA/NA/NA	Homo sapiens	2023-05-12	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5818/2023	EPI_ISL_17727685	GISAID	 	XBB.1.16	Partial	28596	Low	4768/0/NA/NA/NA	Homo sapiens	2023-05-09	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5845/2023	EPI_ISL_17727700	GISAID	 	XBB.1.16.1	Partial	28596	Low	5942/0/NA/NA/NA	Homo sapiens	2023-05-03	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5820/2023	EPI_ISL_17727687	GISAID	 	XBB.2.3.2	Partial	28584	Low	2800/0/NA/NA/NA	Homo sapiens	2023-05-13	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/MH_BJCOG_INSACOG_5814/2023	EPI_ISL_17727683	GISAID	 	XBB.1	Partial	27933	Low	6412/0/NA/NA/NA	Homo sapiens	2023-05-04	India / Maharashtra		2023-05-30		2023-06-02 15:36:49	2023-06-02 15:36:49
hCoV-19/India/KA-VRDL-BMCRI-1177/2023	EPI_ISL_17729969	GISAID	 	XBB.2.7.1	Complete	29726	Low	17/0/NA/NA/NA	Homo sapiens	2023-01-06	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1180/2023	EPI_ISL_17730040	GISAID	 	BQ.1.1.51	Complete	29714	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:58:10
hCoV-19/India/KA-VRDL-BMCRI-1178/2023	EPI_ISL_17730038	GISAID	 	XBB.1.27	Complete	29726	Low	134/0/NA/NA/NA	Homo sapiens	2023-01-21	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1179/2023	EPI_ISL_17730039	GISAID	 	BQ.1.1.51	Complete	29723	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:58:10
hCoV-19/India/KA-VRDL-BMCRI-1213/2023	EPI_ISL_17730080	GISAID	 	XBB.2.3	Complete	29726	Low	267/0/NA/NA/NA	Homo sapiens	2023-01-30	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1215/2023	EPI_ISL_17730081	GISAID	 	XBB.2	Complete	29744	Low	2373/0/NA/NA/NA	Homo sapiens	2023-01-26	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1203/2023	EPI_ISL_17730060	GISAID	 	XBB.2.3	Complete	29726	Low	1593/0/NA/NA/NA	Homo sapiens	2023-01-19	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1204/2023	EPI_ISL_17730061	GISAID	 	XBB.1.27	Complete	29726	Low	2447/0/NA/NA/NA	Homo sapiens	2023-01-09	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1205/2023	EPI_ISL_17730062	GISAID	 	XBB.2.7.1	Complete	29726	Low	1493/0/NA/NA/NA	Homo sapiens	2023-01-17	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1217/2023	EPI_ISL_17730084	GISAID	 	XBB	Partial	29580	Low	4374/0/NA/NA/NA	Homo sapiens	2023-01-25	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1208/2023	EPI_ISL_17730063	GISAID	 	XBB.2.7.1	Complete	29723	Low	658/0/NA/NA/NA	Homo sapiens	2023-01-05	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1181/2023	EPI_ISL_17730042	GISAID	 	XBB.3	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:58:10
hCoV-19/India/KA-VRDL-BMCRI-1209/2023	EPI_ISL_17730064	GISAID	 	XBB.2.3	Complete	29726	Low	2099/0/NA/NA/NA	Homo sapiens	2023-01-18	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1182/2023	EPI_ISL_17730043	GISAID	 	XBB.3	Complete	29726	High	0/0/-/-/-	Homo sapiens	2023-01-05	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:58:10
hCoV-19/India/KA-VRDL-BMCRI-1218/2023	EPI_ISL_17730087	GISAID	 	XBB.2.3	Complete	29724	Low	4213/0/NA/NA/NA	Homo sapiens	2023-01-24	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1192/2023	EPI_ISL_17730055	GISAID	 	XBF	Complete	29729	Low	1929/0/NA/NA/NA	Homo sapiens	2023-01-04	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1212/2023	EPI_ISL_17730078	GISAID	 	XBB.2.3	Complete	29726	Low	1934/0/NA/NA/NA	Homo sapiens	2023-01-28	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1193/2023	EPI_ISL_17730056	GISAID	 	XBB.2.5	Complete	29726	Low	1300/0/NA/NA/NA	Homo sapiens	2023-01-16	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1194/2023	EPI_ISL_17730057	GISAID	 	XBB.2.5	Complete	29726	Low	231/0/-/-/-	unknown	2023-01-04	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1195/2023	EPI_ISL_17730058	GISAID	 	XBB.2.5	Complete	29729	Low	4152/0/NA/NA/NA	Homo sapiens	2023-01-04	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1200/2023	EPI_ISL_17730059	GISAID	 	XBB.2	Complete	29726	Low	1461/0/NA/NA/NA	Homo sapiens	2023-01-19	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1176/2023	EPI_ISL_17729758	GISAID	 	XBB.2	Complete	29726	Low	770/0/NA/NA/NA	Homo sapiens	2023-01-05	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1220/2023	EPI_ISL_17730091	GISAID	 	XBB.3	Complete	29726	Low	692/0/NA/NA/NA	Homo sapiens	2023-01-24	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1219/2023	EPI_ISL_17730089	GISAID	 	XBB.1.16	Complete	29726	Low	1259/0/NA/NA/NA	Homo sapiens	2023-01-24	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1221/2023	EPI_ISL_17730093	GISAID	 	XBB.2.3	Complete	29726	Low	499/0/NA/NA/NA	Homo sapiens	2023-01-27	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1211/2023	EPI_ISL_17730073	GISAID	 	XBB.1.5.37	Complete	29726	Low	376/0/NA/NA/NA	Homo sapiens	2023-01-21	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1188/2023	EPI_ISL_17730045	GISAID	 	XBB.2.5	Complete	29726	Low	506/0/NA/NA/NA	Homo sapiens	2023-01-04	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/KA-VRDL-BMCRI-1189/2023	EPI_ISL_17730046	GISAID	 	XBB.1	Complete	29711	Low	389/0/NA/NA/NA	Homo sapiens	2023-01-06	India / Karnataka		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20508/2023	EPI_ISL_17730178	GISAID	 	Unassigned	Partial	11216	High	0/0/NA/NA/NA	Homo sapiens	2023-04-13	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:58:10
hCoV-19/India/CT-ILS-GS20527/2023	EPI_ISL_17730197	GISAID	 	XBB.1.16	Complete	29827	Low	254/0/NA/NA/NA	Homo sapiens	2023-04-15	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20720/2023	EPI_ISL_17730213	GISAID	 	XBB.1.16	Complete	29888	Low	388/0/NA/NA/NA	Homo sapiens	2023-04-19	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20837/2023	EPI_ISL_17730254	GISAID	 	XBB.1.16	Partial	29853	Low	626/0/NA/NA/NA	Homo sapiens	2023-04-25	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20809/2023	EPI_ISL_17730231	GISAID	 	XBB.1.16	Complete	29886	Low	571/0/NA/NA/NA	Homo sapiens	2023-04-26	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20814/2023	EPI_ISL_17730236	GISAID	 	XBB.1.16	Complete	29809	Low	425/0/NA/NA/NA	Homo sapiens	2023-04-25	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20833/2023	EPI_ISL_17730252	GISAID	 	Unassigned	Complete	29782	Low	13475/0/NA/NA/NA	Homo sapiens	2023-04-21	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20500/2023	EPI_ISL_17730172	GISAID	 	XBB.1.16	Complete	29853	Low	115/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20512/2023	EPI_ISL_17730182	GISAID	 	XBB.1.16	Complete	29899	Low	54/0/NA/NA/NA	Homo sapiens	2023-04-15	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20812/2023	EPI_ISL_17730234	GISAID	 	XBB.1.16	Complete	29836	Low	109/0/NA/NA/NA	Homo sapiens	2023-04-25	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20515/2023	EPI_ISL_17730185	GISAID	 	Unassigned	Partial	11193	High	0/0/NA/NA/NA	Homo sapiens	2023-04-14	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:58:10
hCoV-19/India/CT-ILS-GS20510/2023	EPI_ISL_17730180	GISAID	 	XBB.2.3	Complete	29854	Low	121/0/NA/NA/NA	Homo sapiens	2023-04-13	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20511/2023	EPI_ISL_17730181	GISAID	 	XBB.1.16	Complete	29891	Low	91/0/NA/NA/NA	Homo sapiens	2023-04-15	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20513/2023	EPI_ISL_17730183	GISAID	 	XBB.1.16	Complete	29874	Low	96/0/NA/NA/NA	Homo sapiens	2023-04-14	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20514/2023	EPI_ISL_17730184	GISAID	 	XBB.1.16	Complete	29840	Low	132/0/NA/NA/NA	Homo sapiens	2023-04-14	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20516/2023	EPI_ISL_17730186	GISAID	 	XBB.1.16	Complete	29877	Low	245/0/NA/NA/NA	Homo sapiens	2023-04-14	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20505/2023	EPI_ISL_17730176	GISAID	 	XBB.1.16	Complete	29831	Low	288/0/NA/NA/NA	Homo sapiens	2023-04-12	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20507/2023	EPI_ISL_17730177	GISAID	 	XBB.1.16	Partial	29793	Low	569/0/NA/NA/NA	Homo sapiens	2023-04-15	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20713/2023	EPI_ISL_17730210	GISAID	 	XBB.1.16	Partial	29799	Low	3045/0/NA/NA/NA	Homo sapiens	2023-04-17	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20714/2023	EPI_ISL_17730211	GISAID	 	XBB.1.16	Complete	29858	Low	210/0/NA/NA/NA	Homo sapiens	2023-04-17	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20509/2023	EPI_ISL_17730179	GISAID	 	XBB.1.16.1	Complete	29850	Low	48/0/NA/NA/NA	Homo sapiens	2023-04-13	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20715/2023	EPI_ISL_17730212	GISAID	 	XBB.1.16	Complete	29866	Low	859/0/NA/NA/NA	Homo sapiens	2023-04-17	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20524/2023	EPI_ISL_17730194	GISAID	 	XBB.1.16	Complete	29901	Low	155/0/NA/NA/NA	Homo sapiens	2023-04-13	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20722/2023	EPI_ISL_17730214	GISAID	 	XBB.1.16	Complete	29897	Low	1621/0/NA/NA/NA	Homo sapiens	2023-04-18	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
hCoV-19/India/CT-ILS-GS20728/2023	EPI_ISL_17730215	GISAID	 	XBB.1.16	Complete	29859	Low	1897/0/NA/NA/NA	Homo sapiens	2023-04-18	India / Chhattisgarh		2023-05-31		2023-06-06 14:47:33	2023-06-06 14:47:33
