Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/Singapore/R50MR94/2023	EPI_ISL_18015409	GISAID	 	XBB.2.3.2	Partial	29832	Low	86/2/NA/NA/NA	Homo sapiens	2023-07-17	Singapore		2023-07-24		2023-07-29 05:00:16	2023-07-29 05:00:16
hCoV-19/Singapore/R50MR54/2023	EPI_ISL_18015400	GISAID	 	XBB.1.16.1	Complete	29819	High	0/1/-/-/-	Homo sapiens	2023-07-14	Singapore		2023-07-24		2023-07-29 05:00:16	2023-07-29 05:12:01
hCoV-19/Singapore/R50MR35/2023	EPI_ISL_18015414	GISAID	 	EG.5.1.1	Complete	29831	Low	38/0/NA/NA/NA	Homo sapiens	2023-07-14	Singapore		2023-07-24		2023-07-29 05:00:16	2023-07-29 05:00:16
hCoV-19/Singapore/R50MR99/2023	EPI_ISL_18015406	GISAID	 	XBB.1.16.1	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-17	Singapore		2023-07-24		2023-07-29 05:00:16	2023-07-29 05:12:01
hCoV-19/Singapore/R50MR23/2023	EPI_ISL_18015402	GISAID	 	XBB.2.3.2	Complete	29822	Low	29/2/NA/NA/NA	Homo sapiens	2023-07-13	Singapore		2023-07-24		2023-07-29 05:00:16	2023-07-29 05:00:16
hCoV-19/Singapore/R50MR44/2023	EPI_ISL_18015407	GISAID	 	EG.2	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-07-14	Singapore		2023-07-24		2023-07-29 05:00:16	2023-07-29 05:12:01
hCoV-19/Singapore/R52MR16/2023	EPI_ISL_18056561	GISAID	 	XBB.1.41	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR74/2023	EPI_ISL_18056558	GISAID	 	XBB.2.3	Complete	29824	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR52/2023	EPI_ISL_18056530	GISAID	 	FU.1	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR49/2023	EPI_ISL_18056560	GISAID	 	XBB.1.9.1	Complete	29827	High	0/3/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR26/2023	EPI_ISL_18056547	GISAID	 	XBB.2.3.2	Complete	29827	High	0/5/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR71/2023	EPI_ISL_18056515	GISAID	 	XBB.1.16	Complete	29830	High	0/2/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR41/2023	EPI_ISL_18056537	GISAID	 	XBB.2.3.8	Complete	29830	High	0/3/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR45/2023	EPI_ISL_18056538	GISAID	 	XBB.2.3.3	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR64/2023	EPI_ISL_18056539	GISAID	 	XBB.2.3.2	Complete	29835	High	0/3/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR33/2023	EPI_ISL_18056511	GISAID	 	XBB.1.16.1	Complete	29820	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR81/2023	EPI_ISL_18056531	GISAID	 	FU.1	Complete	29812	High	0/1/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR5/2023	EPI_ISL_18056536	GISAID	 	GK.1	Complete	29698	High	12/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR60/2023	EPI_ISL_18056535	GISAID	 	XBB.1.5	Complete	29828	High	0/2/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR68/2023	EPI_ISL_18056533	GISAID	 	FU.1	Partial	29830	Low	100/1/NA/NA/NA	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR62/2023	EPI_ISL_18056534	GISAID	 	FU.1	Partial	29798	Low	138/1/NA/NA/NA	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR62/2023	EPI_ISL_18056545	GISAID	 	XBB.2.3.2	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-22	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR31/2023	EPI_ISL_18056513	GISAID	 	XBB.1.16.1	Complete	29738	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR47/2023	EPI_ISL_18056518	GISAID	 	XBB.1.16	Complete	29810	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR8/2023	EPI_ISL_18056541	GISAID	 	XBB.2.3.2	Complete	29830	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR29/2023	EPI_ISL_18056542	GISAID	 	XBB.2.3.2	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR51/2023	EPI_ISL_18056510	GISAID	 	XBB.1.16.1	Complete	29819	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR14/2023	EPI_ISL_18056543	GISAID	 	XBB.2.3.2	Complete	29831	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR79/2023	EPI_ISL_18056544	GISAID	 	XBB.2.3.2	Complete	29818	High	0/3/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR18/2023	EPI_ISL_18056575	GISAID	 	GE.1	Complete	29829	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR14/2023	EPI_ISL_18056527	GISAID	 	FU.1	Complete	29825	High	0/0/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR55/2023	EPI_ISL_18056523	GISAID	 	FU.2	Complete	29834	High	0/1/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR17/2023	EPI_ISL_18056521	GISAID	 	FU.2	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR44/2023	EPI_ISL_18056580	GISAID	 	FY.5	Complete	29835	High	1/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR18/2023	EPI_ISL_18056550	GISAID	 	XBB.2.3.2	Complete	29791	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR67/2023	EPI_ISL_18056553	GISAID	 	XBB.2.3.2	Complete	29711	High	7/5/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR57/2023	EPI_ISL_18056562	GISAID	 	XBB.1.24.3	Complete	29832	High	5/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR7/2023	EPI_ISL_18056568	GISAID	 	GJ.1	Complete	29831	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR70/2023	EPI_ISL_18056563	GISAID	 	XBB.1	Complete	29821	High	0/50/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR34/2023	EPI_ISL_18056605	GISAID	 	EG.5.1.1	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR63/2023	EPI_ISL_18056615	GISAID	 	EG.5.1.1	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR36/2023	EPI_ISL_18056512	GISAID	 	XBB.1.16.1	Complete	29831	Low	19/0/NA/NA/NA	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR15/2023	EPI_ISL_18056519	GISAID	 	XBB.1.16	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR3/2023	EPI_ISL_18056591	GISAID	 	FL.1.5.1	Complete	29832	High	0/4/-/-/-	Homo sapiens	2023-07-19	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR38/2023	EPI_ISL_18056516	GISAID	 	XBB.1.16	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR29/2023	EPI_ISL_18056579	GISAID	 	FY.5	Complete	29831	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR43/2023	EPI_ISL_18056522	GISAID	 	FU.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR50/2023	EPI_ISL_18056583	GISAID	 	FY.2	Complete	29829	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR51/2023	EPI_ISL_18056584	GISAID	 	FL.4	Partial	29832	Low	117/1/NA/NA/NA	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR56/2023	EPI_ISL_18056529	GISAID	 	FU.1	Complete	29827	High	0/2/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR20/2023	EPI_ISL_18056592	GISAID	 	FL.1.5.1	Complete	29822	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR15/2023	EPI_ISL_18056525	GISAID	 	FU.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR24/2023	EPI_ISL_18056577	GISAID	 	GE.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR22/2023	EPI_ISL_18056578	GISAID	 	GE.1	Partial	29370	High	0/2/NA/NA/NA	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR34/2023	EPI_ISL_18056520	GISAID	 	XBB.1.16	Complete	29827	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR2/2023	EPI_ISL_18056524	GISAID	 	FU.2	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-19	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR63/2023	EPI_ISL_18056514	GISAID	 	XBB.1.16.1	Complete	29824	Low	334/5/NA/NA/NA	Homo sapiens	2023-07-22	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR59/2023	EPI_ISL_18056594	GISAID	 	FL.1.3	Complete	29825	High	0/4/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR21/2023	EPI_ISL_18056526	GISAID	 	FU.1	Complete	29829	High	0/3/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR61/2023	EPI_ISL_18056503	GISAID	 	XBB.1.16.2	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR43/2023	EPI_ISL_18056528	GISAID	 	FU.1	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR6/2023	EPI_ISL_18056517	GISAID	 	XBB.1.16	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR66/2023	EPI_ISL_18056585	GISAID	 	FL.4	Complete	29702	Low	290/2/NA/NA/NA	Homo sapiens	2023-07-23	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR32/2023	EPI_ISL_18056504	GISAID	 	XBB.1.16.2	Complete	29720	High	0/3/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR12/2023	EPI_ISL_18056505	GISAID	 	XBB.1.16.10	Complete	29832	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR21/2023	EPI_ISL_18056588	GISAID	 	FL.10.1	Complete	29705	Low	220/0/NA/NA/NA	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR37/2023	EPI_ISL_18056506	GISAID	 	XBB.1.16.1	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR42/2023	EPI_ISL_18056622	GISAID	 	EG.5.1.1	Complete	29833	Low	87/2/NA/NA/NA	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR35/2023	EPI_ISL_18056587	GISAID	 	FL.16	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR46/2023	EPI_ISL_18056501	GISAID	 	XBB.1.16.4	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR47/2023	EPI_ISL_18056509	GISAID	 	XBB.1.16.1	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR10/2023	EPI_ISL_18056589	GISAID	 	FL.1.5.1	Complete	29835	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR44/2023	EPI_ISL_18056502	GISAID	 	XBB.1.16.3	Complete	29833	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR10/2023	EPI_ISL_18056507	GISAID	 	XBB.1.16.1	Complete	29830	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR53/2023	EPI_ISL_18056508	GISAID	 	XBB.1.16.1	Complete	29828	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR5/2023	EPI_ISL_18056596	GISAID	 	FE.1.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR4/2023	EPI_ISL_18056597	GISAID	 	FE.1.1	Complete	29823	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR13/2023	EPI_ISL_18056532	GISAID	 	FU.1	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR3/2023	EPI_ISL_18056566	GISAID	 	GJ.1	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR49/2023	EPI_ISL_18056610	GISAID	 	EG.5.1.1	Complete	29823	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR40/2023	EPI_ISL_18056612	GISAID	 	EG.5.1.1	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR78/2023	EPI_ISL_18056639	GISAID	 	EG.2	Complete	29833	Low	44/3/NA/NA/NA	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR9/2023	EPI_ISL_18056619	GISAID	 	EG.5.1.1	Complete	29828	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR28/2023	EPI_ISL_18056552	GISAID	 	XBB.2.3.2	Complete	29825	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR57/2023	EPI_ISL_18056554	GISAID	 	XBB.2.3.11	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR25/2023	EPI_ISL_18056551	GISAID	 	XBB.2.3.2	Complete	29770	High	0/3/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR31/2023	EPI_ISL_18056557	GISAID	 	XBB.2.3	Complete	29815	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR50/2023	EPI_ISL_18056572	GISAID	 	GE.1	Complete	29830	High	0/2/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR83/2023	EPI_ISL_18056559	GISAID	 	XBB.1.9.2	Complete	29829	High	0/2/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR32/2023	EPI_ISL_18056555	GISAID	 	XBB.2.3.11	Complete	29833	High	0/4/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR46/2023	EPI_ISL_18056540	GISAID	 	XBB.2.3.2	Complete	29831	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR11/2023	EPI_ISL_18056556	GISAID	 	XBB.2.3.11	Complete	29725	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR61/2023	EPI_ISL_18056569	GISAID	 	GJ.1	Complete	29816	Low	197/2/NA/NA/NA	Homo sapiens	2023-07-22	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR80/2023	EPI_ISL_18056564	GISAID	 	GJ.1.1	Complete	29834	High	0/3/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR7/2023	EPI_ISL_18056546	GISAID	 	XBB.2.3.2	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR41/2023	EPI_ISL_18056548	GISAID	 	XBB.2.3.2	Complete	29833	High	0/2/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR69/2023	EPI_ISL_18056614	GISAID	 	EG.5.1.1	Complete	29831	High	0/2/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR9/2023	EPI_ISL_18056549	GISAID	 	XBB.2.3.2	Complete	29821	High	0/0/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR17/2023	EPI_ISL_18056565	GISAID	 	GJ.1.1	Complete	29821	High	0/0/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR4/2023	EPI_ISL_18056567	GISAID	 	GJ.1	Complete	29828	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR25/2023	EPI_ISL_18056573	GISAID	 	GE.1	Complete	29822	High	0/1/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR22/2023	EPI_ISL_18056574	GISAID	 	GE.1	Complete	29830	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR48/2023	EPI_ISL_18056570	GISAID	 	GE.1	Complete	29832	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR38/2023	EPI_ISL_18056571	GISAID	 	GE.1	Complete	29828	High	0/3/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR16/2023	EPI_ISL_18056602	GISAID	 	EG.5.1.1	Complete	29833	High	0/1/-/-/-	Homo sapiens	2023-07-21	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR40/2023	EPI_ISL_18056595	GISAID	 	FL.1.3	Complete	29832	Low	25/0/NA/NA/NA	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR23/2023	EPI_ISL_18056576	GISAID	 	GE.1	Complete	29807	Low	19/2/NA/NA/NA	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R52MR54/2023	EPI_ISL_18056613	GISAID	 	EG.5.1.1	Complete	29801	High	0/2/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R51MR64/2023	EPI_ISL_18056643	GISAID	 	BA.2.75	Complete	29835	High	0/6/-/-/-	Homo sapiens	2023-07-23	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR48/2023	EPI_ISL_18056640	GISAID	 	EG.2	Partial	29831	Low	44/1/NA/NA/NA	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:36:55
hCoV-19/Singapore/R51MR37/2023	EPI_ISL_18056632	GISAID	 	EG.2	Complete	29831	High	0/1/-/-/-	Homo sapiens	2023-07-20	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR11/2023	EPI_ISL_18056625	GISAID	 	EG.5.1	Complete	29827	High	0/0/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR24/2023	EPI_ISL_18056626	GISAID	 	EG.5.1	Complete	29827	High	0/1/-/-/-	Homo sapiens	2023-07-26	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR56/2023	EPI_ISL_18056644	GISAID	 	BA.2.75	Complete	29828	High	0/15/-/-/-	Homo sapiens	2023-07-24	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
hCoV-19/Singapore/R52MR76/2023	EPI_ISL_18056611	GISAID	 	EG.5.1.1	Complete	29819	High	0/1/-/-/-	Homo sapiens	2023-07-25	Singapore		2023-08-01		2023-08-06 20:36:55	2023-08-06 20:47:57
